City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
166,Zhezkazgan,KZ,77.4,overcast clouds,47.8043,67.7144,Hotel Zumrat
170,Ishigaki,JP,84.34,scattered clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
172,Bam,IR,87.76,overcast clouds,29.106,58.357,Bam Tourist Hotel
176,Kimbe,PG,77.4,scattered clouds,-5.5502,150.1429,Kimbe Bay Hotel
177,Chemainus,CA,84.02,clear sky,48.9163,-123.7194,Fuller Lake Motel
178,Urumqi,CN,76.15,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
179,Naze,JP,79.27,clear sky,28.3667,129.4833,Shishime Hotel
180,Sao Jose Da Coroa Grande,BR,73.9,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
181,Sinnamary,GF,81.73,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
183,Victoria,HK,87.33,overcast clouds,22.2855,114.1577,Mini Central
184,Porto Seguro,BR,72.32,few clouds,-16.4497,-39.0647,Porto Cálem Praia Hotel
189,Marsa Matruh,EG,78.13,clear sky,31.3525,27.2453,Beau Site
191,Matay,EG,88.79,clear sky,28.419,30.7792,Nag Aespen
192,Omboue,GA,72.46,broken clouds,-1.5746,9.2618,Hotel Olako
197,Lorengau,PG,80.06,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
198,Nara,JP,81.5,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
202,Broome,US,85.6,broken clouds,42.2506,-75.833,Chenango Valley State Park
203,Lompoc,US,89.02,scattered clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
205,Kirakira,SB,80.98,broken clouds,-10.4544,161.9205,SanBiz Lodge
206,Tehri,IN,76.39,overcast clouds,30.3833,78.4833,The Reindeer Resort Kanatal
207,Boca Do Acre,BR,89.44,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
208,Morada Nova,BR,82.4,overcast clouds,-5.1067,-38.3725,PIZZARIA MARIANA
209,Guerrero Negro,MX,82.29,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
210,San Quintin,MX,73.15,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
212,Half Moon Bay,US,81.41,broken clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
214,Barreiras,BR,78.87,overcast clouds,-12.1528,-44.99,Hotel Solar das Mangueiras - Barreiras
219,Bassano,CA,70.65,broken clouds,50.7834,-112.4685,Imperial Hunter Hotel
223,Mackenzie,CA,77.09,broken clouds,55.2999,-123.1698,Hilton Shop
224,Tura,IN,73.29,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
226,Bengkulu,ID,72.19,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
228,Charagua,BO,89.17,clear sky,-19.8,-63.2167,Hotel
230,Revelstoke,CA,86.59,broken clouds,50.9832,-118.2023,Best Western Plus Revelstoke
232,Bethel,US,88.65,few clouds,41.3712,-73.414,Courtyard by Marriott Danbury
233,Kinablangan,PH,78.22,overcast clouds,7.6947,126.5503,Morales Eatery and Lodging House
234,Surt,LY,80.62,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
237,Dakar,SN,81.48,broken clouds,14.6937,-17.4441,Novotel Dakar
239,Gemena,CD,73.35,overcast clouds,3.25,19.7667,Hôtel Goshen
240,San Cristobal,VE,77.14,scattered clouds,7.7669,-72.225,Pirineos
241,Monte Alegre,BR,83.37,broken clouds,-2.0078,-54.0692,Hotel Shekinah
242,Hounde,BF,77.54,few clouds,11.5,-3.5167,Carrefour où ouvriers dorment
243,Vanimo,PG,76.44,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
249,Pucallpa,PE,89.64,broken clouds,-8.3791,-74.5539,Hotel Sol de Oriente - Pucallpa
252,Uwajima,JP,77.02,clear sky,33.2238,132.56,Uwajima Oriental Hotel
253,Pacific Grove,US,74.21,scattered clouds,36.6177,-121.9166,Lovers Point Inn
255,San Jose,US,87.53,clear sky,37.3394,-121.895,The Westin San Jose
256,Bitung,ID,74.25,overcast clouds,1.4451,125.1824,K2 Lembeh
261,Waingapu,ID,70.99,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
262,Santa Rosalia,MX,88.03,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
263,Cururupu,BR,76.41,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
264,Mao,ES,82.96,clear sky,39.8885,4.2658,ARTIEM Capri
266,Upata,VE,75.2,broken clouds,8.0086,-62.3989,Posada Villa Nela
269,Colombia,CU,83.01,overcast clouds,20.9881,-77.4297,Delicias Puerto padre
272,Eureka,US,74.19,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
274,Kushima,JP,79.43,few clouds,31.4583,131.2333,Hanaoka
275,Carutapera,BR,78.51,overcast clouds,-1.195,-46.02,Lidera
276,Lincoln,US,71.53,light rain,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
277,Silver City,US,84.16,clear sky,32.7701,-108.2803,Copper Manor Motel
280,Oussouye,SN,76.8,overcast clouds,12.485,-16.5469,Auberge du Routard
284,Gambela,ET,72.54,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
286,Seoul,KR,74.64,clear sky,37.5683,126.9778,LOTTE HOTEL SEOUL
288,Reoti,IN,84.83,overcast clouds,25.85,84.3833,Banti And Sans Koila Store
289,Barbastro,ES,82.58,clear sky,42.0356,0.1269,Gran Hotel Ciudad De Barbastro
290,Buchanan,LR,74.32,scattered clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
292,Velika Kladusa,BA,72.75,clear sky,45.1894,15.8117,Blokovi Mekote
297,Cangzhou,CN,77.23,overcast clouds,38.3167,116.8667,Jinji Express Hotel
299,Gilgit,PK,82.2,broken clouds,35.9221,74.3087,Tourist Hamlet Gilgit
300,Mitsamiouli,KM,76.33,clear sky,-11.3847,43.2844,Foyer ADM
303,Belmonte,BR,71.73,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
304,Faanui,PF,76.55,moderate rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
308,Serpa,PT,82.81,clear sky,37.9458,-7.5975,Casa do Caniço
309,Nizwa,OM,86.5,light rain,22.9333,57.5333,Orient Apartments
