City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Nanortalik,GL,60.1432,-45.2371,42.08,97,100,5.91,overcast clouds
347,Srednekolymsk,RU,67.45,153.6833,51.15,51,89,11.52,overcast clouds
348,Saint Anthony,US,45.0205,-93.218,79.9,40,0,8.05,clear sky
349,Obo,CF,5.3998,26.4869,68.58,97,93,3.85,overcast clouds
350,Miri,MY,4.4148,114.0089,75.79,94,100,5.32,overcast clouds
351,Malanje,AO,-9.5402,16.341,70.23,27,0,2.73,clear sky
352,Bras-Panon,RE,-20.9967,55.6782,67.62,81,27,9.04,light rain
353,Giresun,TR,40.5,38.5,42.64,90,100,5.99,overcast clouds
354,Sola,VU,-13.8833,167.55,80.15,78,6,11.56,clear sky
355,Novopokrovka,UA,49.8425,36.5477,61.66,88,35,3.13,scattered clouds
356,Panaba,MX,21.2833,-88.2667,92.05,46,97,14.18,overcast clouds
357,Linhares,BR,-19.3911,-40.0722,69.64,81,8,5.53,clear sky
358,Nangong,CN,37.3581,115.3744,72.9,94,71,1.43,broken clouds
359,Utica,US,43.1009,-75.2327,79.92,68,17,3.0,few clouds
360,Harper,LR,4.375,-7.7169,73.76,77,35,7.36,scattered clouds
361,Hofn,IS,64.2539,-15.2082,50.9,88,69,6.49,broken clouds
362,Puerto Quijarro,BO,-17.7833,-57.7667,91.78,23,2,1.86,clear sky
363,Dicabisagan,PH,17.0818,122.4157,78.3,86,100,2.68,overcast clouds
364,Pangnirtung,CA,66.1451,-65.7125,52.97,65,30,3.87,scattered clouds
365,Havoysund,NO,70.9963,24.6622,52.03,94,100,10.54,light rain
366,Londiani,KE,-0.165,35.5909,52.84,92,98,2.84,overcast clouds
367,Dongsheng,CN,39.8161,109.9776,71.04,70,91,12.75,light rain
368,Batemans Bay,AU,-35.7167,150.1833,54.1,92,58,5.61,broken clouds
369,Jining,CN,35.405,116.5814,73.94,95,100,4.43,overcast clouds
370,Rio Grande,BR,-32.035,-52.0986,62.71,97,95,4.65,overcast clouds
371,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,84,3,12.86,clear sky
372,Luba,GQ,3.4568,8.5547,76.06,91,100,9.53,light rain
373,Dvinskoy,RU,62.1535,45.1175,53.6,80,13,4.25,few clouds
374,Tambura,SS,5.6,27.4667,71.55,89,100,3.15,light rain
375,Portland,US,45.5234,-122.6762,96.94,40,0,10.36,clear sky
376,Klyuchi,RU,52.2667,79.1667,62.11,48,3,6.06,clear sky
377,Richards Bay,ZA,-28.783,32.0377,57.04,76,16,4.97,few clouds
378,Cabedelo,BR,-6.9811,-34.8339,75.87,81,55,15.19,broken clouds
379,Adrar,MR,20.5022,-10.0711,97.05,23,72,9.35,broken clouds
380,Shu,KZ,43.5983,73.7614,79.05,22,0,8.81,clear sky
381,Vestmannaeyjar,IS,63.4427,-20.2734,53.13,76,100,7.87,overcast clouds
382,Saint-Francois,FR,46.4154,3.9054,69.24,83,100,13.8,overcast clouds
383,Rocha,UY,-34.4833,-54.3333,59.65,97,98,8.93,overcast clouds
384,Tatarskaya Pishlya,RU,54.0608,44.8998,66.06,86,96,4.36,light rain
385,Beyneu,KZ,45.3167,55.2,76.89,49,6,3.53,clear sky
386,Campbellton,CA,48.0075,-66.6727,75.54,84,100,12.48,overcast clouds
387,Charters Towers,AU,-20.1,146.2667,55.53,91,0,3.74,clear sky
388,Sakaiminato,JP,35.55,133.2333,76.05,90,15,1.57,few clouds
389,Coquimbo,CL,-29.9533,-71.3436,56.93,76,20,9.22,few clouds
390,Porto Novo,BJ,6.4965,2.6036,76.51,83,96,9.06,overcast clouds
391,Luderitz,NA,-26.6481,15.1594,56.48,82,26,10.0,scattered clouds
392,Nikolskoye,RU,59.7035,30.7861,62.49,93,97,3.67,overcast clouds
393,Alekseyevsk,RU,57.8406,108.3492,63.41,97,100,4.45,overcast clouds
394,Zyryanka,RU,65.75,150.85,59.56,44,86,14.27,overcast clouds
395,Sovetskiy,RU,61.3614,63.5842,58.64,51,100,8.34,overcast clouds
396,Bafq,IR,31.6128,55.4107,95.49,17,32,2.46,scattered clouds
397,Lasa,IT,46.6166,10.7002,62.37,92,73,6.17,light rain
398,Bontang,ID,0.1333,117.5,75.52,92,57,6.24,broken clouds
399,Paamiut,GL,61.994,-49.6678,45.23,86,40,4.32,scattered clouds
400,Fare,PF,-16.7,-151.0167,76.66,80,70,9.51,moderate rain
401,Dondo,MZ,-19.6094,34.7431,66.51,88,96,6.46,light rain
402,Hamilton,US,39.1834,-84.5333,82.26,66,0,6.91,clear sky
403,Huambo,AO,-12.7761,15.7392,62.26,29,4,4.14,clear sky
404,Nyaunglebin,MM,17.95,96.7333,77.94,91,60,0.56,broken clouds
405,Luancheng,CN,37.8792,114.6517,71.08,91,7,2.44,clear sky
406,Nuuk,GL,64.1835,-51.7216,50.61,76,20,9.22,few clouds
407,Sitka,US,57.0531,-135.33,57.09,88,100,8.05,light intensity drizzle
408,Talnakh,RU,69.4865,88.3972,54.21,82,71,5.88,broken clouds
409,Mackay,AU,-21.15,149.2,59.68,87,45,7.49,scattered clouds
410,Buala,SB,-8.145,159.5921,81.01,80,72,8.57,light rain
411,Tateyama,JP,34.9833,139.8667,79.11,89,100,15.84,overcast clouds
412,Farnham,GB,51.2143,-0.7959,67.86,70,20,11.5,few clouds
413,Mayo,US,38.8876,-76.5119,87.78,87,95,1.99,heavy intensity rain
414,Bathsheba,BB,13.2167,-59.5167,83.01,90,40,16.11,scattered clouds
415,Chimbote,PE,-9.0853,-78.5783,65.52,78,46,11.34,scattered clouds
416,Poum,NC,-20.2333,164.0167,72.77,76,0,17.27,clear sky
417,Loviisa,FI,60.4566,26.2251,61.29,80,93,7.31,overcast clouds
418,Talara,PE,-4.5772,-81.2719,72.36,73,0,17.27,clear sky
419,Lucapa,AO,-8.4192,20.7447,70.59,30,4,3.78,clear sky
420,Mbigou,GA,-1.9005,11.906,67.15,96,98,5.32,light rain
421,Aden,YE,12.7794,45.0367,84.97,70,100,8.75,overcast clouds
422,Olafsvik,IS,64.8945,-23.7142,53.17,63,96,5.84,overcast clouds
423,Yerbogachen,RU,61.2767,108.0108,63.19,89,24,7.61,light rain
424,Saint-Georges,GD,12.0564,-61.7485,87.48,70,20,6.91,few clouds
425,Tuatapere,NZ,-46.1333,167.6833,45.0,95,100,13.67,light rain
426,Turan,VN,16.0678,108.2208,76.98,88,20,1.14,few clouds
427,Hindaun,IN,26.7167,77.0167,79.81,86,28,7.65,scattered clouds
428,Grand-Santi,GF,4.25,-54.3833,80.1,74,97,0.07,overcast clouds
429,Leh,IN,34.1667,77.5833,63.25,58,74,2.51,broken clouds
430,Nagod,IN,24.5667,80.6,78.04,86,100,3.53,moderate rain
431,Verkhnevilyuysk,RU,63.4453,120.3167,66.74,81,6,4.7,clear sky
432,Long Xuyen,VN,10.3833,105.4167,76.95,93,95,5.23,overcast clouds
433,Souillac,MU,-20.5167,57.5167,69.28,82,27,11.61,scattered clouds
434,Kumluca,TR,36.3703,30.2869,85.06,32,0,7.94,clear sky
435,Salinas,US,36.6777,-121.6555,81.99,61,0,11.5,clear sky
436,Vilhena,BR,-12.7406,-60.1458,85.77,28,33,4.36,scattered clouds
437,Ouricuri,BR,-7.8825,-40.0817,76.96,40,100,5.41,overcast clouds
438,Pirojpur,BD,22.5667,89.9833,79.14,87,96,4.0,overcast clouds
439,Samarai,PG,-10.6167,150.6667,78.89,82,91,16.44,overcast clouds
440,Galveston,US,29.3669,-94.9669,98.06,62,0,13.8,clear sky
441,Linfen,CN,36.0889,111.5189,74.05,76,0,4.61,clear sky
442,Jalu,LY,29.0331,21.5482,85.89,40,0,10.27,clear sky
443,Abu Samrah,SY,35.3029,37.1841,78.4,32,0,9.19,clear sky
444,Vila Velha,BR,-20.3297,-40.2925,73.35,84,0,4.61,clear sky
445,Kaifeng,CN,34.7911,114.3483,74.05,96,7,5.61,clear sky
446,Labytnangi,RU,66.6572,66.4183,52.9,73,98,17.31,overcast clouds
447,Come,BJ,6.4076,1.882,76.35,82,100,11.39,overcast clouds
448,Xam Nua,LA,20.4197,104.0439,67.59,90,40,2.1,scattered clouds
449,Beringovskiy,RU,63.05,179.3167,45.21,76,100,3.13,overcast clouds
450,Port Macquarie,AU,-31.4333,152.9167,44.89,80,2,5.73,clear sky
451,The Valley,AI,18.217,-63.0578,85.82,80,4,19.08,clear sky
452,Ulladulla,AU,-35.35,150.4667,52.18,90,74,6.53,broken clouds
453,Fano,IT,43.8204,13.0121,85.78,62,0,5.64,clear sky
454,Morondava,MG,-20.2833,44.2833,71.17,68,26,13.18,scattered clouds
455,Stonewall,CA,50.1344,-97.3268,77.72,52,54,11.86,broken clouds
456,Camana,PE,-16.6228,-72.7111,63.3,79,24,8.59,few clouds
457,Boyabat,TR,41.4689,34.7667,63.82,73,73,2.71,broken clouds
458,Kamiiso,JP,41.8167,140.65,68.76,82,59,0.94,broken clouds
459,Aljezur,PT,37.3191,-8.8033,67.91,82,1,12.48,clear sky
460,Sri Aman,MY,1.2376,111.4621,72.55,100,100,2.39,overcast clouds
461,Sorland,NO,67.667,12.6934,53.46,86,93,16.6,overcast clouds
462,Cotonou,BJ,6.3654,2.4183,78.78,78,20,17.27,few clouds
463,Fortuna,US,40.5982,-124.1573,72.93,66,37,3.0,scattered clouds
464,La Maddalena,IT,41.2142,9.4083,87.85,68,0,18.45,clear sky
465,Morro Bay,US,35.3658,-120.8499,91.38,61,20,8.99,few clouds
466,Youkounkoun,GN,12.5333,-13.1333,73.13,99,100,3.51,heavy intensity rain
467,Zanesville,US,39.9404,-82.0132,83.5,62,20,9.22,few clouds
468,Xuddur,SO,4.1213,43.8894,71.17,66,8,22.44,clear sky
469,Novikovo,RU,51.1537,37.8879,64.85,90,100,2.73,light rain
470,Ushibuka,JP,32.1906,130.0228,78.08,83,1,4.74,clear sky
471,Harnosand,SE,62.6323,17.9379,63.0,96,100,15.55,overcast clouds
472,Andenes,NO,69.3143,16.1194,55.92,94,75,3.44,broken clouds
473,Anadyr,RU,64.75,177.4833,48.7,76,40,2.24,scattered clouds
474,Halifax,CA,44.6453,-63.5724,76.51,83,81,11.01,broken clouds
475,Sorong,ID,-0.8833,131.25,78.03,86,100,4.76,overcast clouds
476,Kargasok,RU,59.0556,80.8572,57.38,84,100,6.46,overcast clouds
477,Bismarck,US,46.8083,-100.7837,84.65,43,0,12.66,clear sky
478,Kondinskoye,RU,59.6481,67.41,63.28,94,100,3.11,light rain
479,Hewitt,US,31.4624,-97.1958,102.34,30,0,13.8,clear sky
480,Bayanday,RU,53.0661,105.5139,54.9,98,100,10.89,light rain
481,Outjo,NA,-20.1167,16.15,63.77,31,20,1.97,few clouds
482,Krasnohrad,UA,49.3814,35.4402,61.02,97,0,9.46,clear sky
483,Atar,MR,20.5169,-13.0499,95.94,35,99,11.95,overcast clouds
484,Bagdarin,RU,54.4333,113.6,57.18,96,89,2.26,overcast clouds
485,Gebre Guracha,ET,9.8,38.4,54.03,85,100,1.66,light rain
486,Port Moresby,PG,-9.4431,147.1797,75.34,87,68,5.57,broken clouds
487,Kilindoni,TZ,-7.9139,39.6668,76.01,75,28,16.26,scattered clouds
488,Hinton,CA,53.4001,-117.5857,64.31,76,99,3.09,overcast clouds
489,Ponta Delgada,PT,37.7333,-25.6667,72.32,94,40,8.05,scattered clouds
490,Bridgetown,BB,13.1,-59.6167,82.89,78,40,16.11,scattered clouds
491,Barbalha,BR,-7.3111,-39.3042,78.6,50,20,11.5,few clouds
492,Ileza,RU,61.0533,43.9002,54.88,86,58,5.08,broken clouds
493,Namatanai,PG,-3.6667,152.4333,78.89,84,28,9.01,light rain
494,Ahuimanu,US,21.4447,-157.8378,83.91,58,0,12.66,clear sky
495,Nalut,LY,30.3333,10.85,86.23,15,0,8.34,clear sky
496,Marzuq,YE,14.4,46.4667,81.68,58,100,2.13,overcast clouds
497,Guilin,CN,25.2819,110.2864,75.31,84,1,1.01,clear sky
498,Lagos,NG,6.5833,3.75,75.13,91,100,5.21,overcast clouds
499,Roros,NO,62.5747,11.3842,51.64,100,75,2.3,broken clouds
500,Kununurra,AU,-15.7667,128.7333,49.98,81,8,0.0,clear sky
501,Luganville,VU,-15.5333,167.1667,79.02,84,5,2.8,clear sky
502,Kruisfontein,ZA,-34.0033,24.7314,53.89,80,0,6.85,clear sky
503,Nerchinskiy Zavod,RU,51.3088,119.61,59.27,90,97,3.49,overcast clouds
504,Smithers,CA,54.7804,-127.1743,73.72,56,40,10.36,scattered clouds
505,Itoman,JP,26.1247,127.6694,82.42,89,20,6.91,few clouds
506,Inhambane,MZ,-23.865,35.3833,61.39,79,0,9.15,clear sky
507,Sao Sebastiao,BR,-23.76,-45.4097,67.42,86,48,1.86,scattered clouds
508,Vengerovo,RU,55.6848,76.7471,59.2,84,18,6.93,few clouds
509,Inowroclaw,PL,52.7989,18.2639,74.82,100,51,11.88,broken clouds
510,Paita,PE,-5.0892,-81.1144,68.14,78,29,16.58,scattered clouds
511,Lazaro Cardenas,MX,17.9583,-102.2,84.24,68,100,1.81,overcast clouds
512,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,83.86,24,1,3.53,clear sky
513,Egvekinot,RU,66.3167,-179.1667,40.19,62,97,11.05,overcast clouds
514,Conceicao Da Barra,BR,-18.5933,-39.7322,70.43,79,35,4.56,scattered clouds
515,Sakakah,SA,29.9697,40.2064,90.97,13,4,8.79,clear sky
516,Abu Zabad,SD,12.35,29.25,80.4,61,97,6.82,overcast clouds
517,Petatlan,MX,17.5167,-101.2667,89.4,55,99,6.29,overcast clouds
518,Japura,ID,-0.3167,102.35,71.73,99,100,3.38,light rain
519,Tonneins,FR,44.3921,0.3124,73.62,73,26,10.71,scattered clouds
520,Kokopo,PG,-4.352,152.2633,77.63,81,5,4.72,clear sky
521,Eyl,SO,7.9803,49.8164,77.16,73,98,27.2,overcast clouds
522,Sorgun,TR,39.8101,35.186,58.35,68,0,5.86,clear sky
523,Bulawayo,ZW,-20.15,28.5833,50.09,91,0,10.0,clear sky
524,Athabasca,CA,54.7169,-113.2854,72.01,58,90,6.26,overcast clouds
525,Tilichiki,RU,60.4667,166.1,54.77,67,96,2.82,overcast clouds
526,Trinidad,BO,-14.8333,-64.9,89.58,55,40,8.05,scattered clouds
527,Kayerkan,RU,69.3497,87.7602,53.53,100,91,10.18,overcast clouds
528,Puerto Madryn,AR,-42.7692,-65.0385,46.2,90,100,12.5,light rain
529,Pochutla,MX,15.7432,-96.4661,88.83,68,86,5.32,overcast clouds
530,Tsogni,GA,-2.7942,10.0988,71.51,87,74,6.24,broken clouds
531,Kampot,KH,10.6167,104.1833,78.85,84,98,2.44,overcast clouds
532,Jiuquan,CN,39.7432,98.5174,73.47,36,97,6.51,overcast clouds
533,Aykhal,RU,66.0,111.5,64.15,89,58,6.24,broken clouds
534,Colmenar Viejo,ES,40.6591,-3.7676,86.18,23,0,7.09,clear sky
535,Bom Jardim,BR,-7.7958,-35.5872,66.07,85,95,6.85,overcast clouds
536,Xining,CN,36.6167,101.7667,57.51,53,32,2.26,scattered clouds
537,Balta,UA,47.9355,29.6198,63.39,66,0,5.88,clear sky
538,Yulara,AU,-25.2406,130.9889,44.55,65,0,10.58,clear sky
539,Khrebtovaya,RU,56.7032,104.2494,56.97,99,100,10.65,moderate rain
540,Sechura,PE,-5.5569,-80.8222,74.57,62,25,15.35,scattered clouds
541,Show Low,US,34.2542,-110.0298,77.0,54,20,10.36,light intensity drizzle
542,Melville,US,40.7934,-73.4151,83.75,82,100,8.05,overcast clouds
543,Kawalu,ID,-7.3817,108.2082,64.38,94,89,1.43,overcast clouds
544,Lodja,CD,-3.4833,23.4333,76.3,50,80,0.67,broken clouds
545,Port Shepstone,ZA,-30.7414,30.455,56.39,71,23,7.31,few clouds
546,Caruray,PH,10.3094,119.0128,79.54,82,98,2.06,overcast clouds
547,Cascais,PT,38.6979,-9.4215,75.06,67,0,23.0,clear sky
548,Faya,SA,18.3851,42.4509,64.92,67,100,1.3,moderate rain
549,Moyale,KE,3.5167,39.0584,69.91,48,53,16.64,broken clouds
550,Port Hedland,AU,-20.3167,118.5667,60.85,44,31,10.36,scattered clouds
551,Artyom,AZ,40.4723,50.333,69.94,66,0,4.72,clear sky
552,Ziro,IN,27.6333,93.8333,58.51,97,84,0.89,broken clouds
553,Santiago Del Estero,AR,-27.7951,-64.2615,82.29,44,26,5.1,scattered clouds
554,Chardara,KZ,41.2547,67.9692,83.25,27,0,8.66,clear sky
555,Thio,NC,-21.6167,166.2167,67.96,82,15,4.25,few clouds
556,Izhma,RU,65.0083,53.9113,50.81,73,75,7.25,broken clouds
557,Uige,AO,-7.6087,15.0613,69.48,64,44,3.06,scattered clouds
558,Alexander City,US,32.944,-85.9539,87.58,66,0,5.75,clear sky
559,Lata,PT,40.1629,-8.3327,62.98,87,0,4.14,clear sky
560,Havre-Saint-Pierre,CA,50.2334,-63.5986,73.76,78,75,5.75,broken clouds
561,Solnechnyy,RU,50.7214,136.6319,61.48,97,90,6.11,overcast clouds
562,Ahipara,NZ,-35.1667,173.1667,56.8,87,70,22.48,broken clouds
563,Diapaga,BF,12.0708,1.7889,79.54,75,97,9.01,light rain
564,Nadvoitsy,RU,63.8667,34.3167,56.77,81,96,6.22,overcast clouds
565,Hoopstad,ZA,-27.8327,25.9083,49.26,25,0,6.11,clear sky
566,Mwense,ZM,-10.3845,28.698,69.85,43,16,11.95,few clouds
567,Husavik,IS,66.0449,-17.3389,48.11,84,100,3.38,overcast clouds
568,Zhuanghe,CN,39.7008,122.9911,72.1,93,100,6.6,overcast clouds
569,Tabuk,PH,17.4189,121.4443,74.61,93,95,2.57,overcast clouds
570,Kieta,PG,-6.2167,155.6333,78.87,83,67,2.39,light rain
571,Ubinskoye,RU,55.3068,79.6802,59.29,77,73,5.53,broken clouds
572,Buraydah,SA,26.326,43.975,99.05,16,18,10.02,few clouds
573,Iroquois Falls,CA,48.7669,-80.6831,58.75,85,98,7.87,overcast clouds
574,Millinocket,US,45.6573,-68.7098,76.41,83,75,0.0,broken clouds
575,Zhigansk,RU,66.7697,123.3711,64.38,62,9,1.9,clear sky
576,Tocopilla,CL,-22.092,-70.1979,63.68,71,20,9.93,few clouds
577,Fairbanks,US,64.8378,-147.7164,73.4,54,75,9.22,broken clouds
578,Auki,SB,-8.7676,160.7034,80.15,79,17,5.03,few clouds
579,Adamovka,RU,51.5223,59.9396,70.99,46,100,10.0,overcast clouds
580,Krasnyy Yar,RU,46.5331,48.3456,67.93,51,20,8.55,few clouds
581,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,87.03,35,3,5.59,clear sky
582,Tawang,IN,27.5833,91.8667,55.2,94,87,0.85,overcast clouds
583,Igra,RU,57.5558,53.0547,67.08,84,98,3.18,light rain
584,Huanren,CN,41.2647,125.3667,67.17,99,32,1.5,scattered clouds
585,Kifri,IQ,34.6959,44.9661,91.8,10,0,7.85,clear sky
586,Meridian,US,43.6121,-116.3915,95.85,21,0,11.01,clear sky
587,Plouzane,FR,48.3833,-4.6167,62.65,88,100,5.75,overcast clouds
588,Potam,MX,27.6,-110.3833,94.5,44,20,15.23,few clouds
589,Sukhobezvodnoye,RU,57.0491,44.8891,64.31,87,20,2.95,few clouds
590,Dayong,CN,25.0209,118.2898,77.92,95,67,1.01,broken clouds
591,Porto Tolle,IT,44.9497,12.3245,84.04,65,0,11.23,clear sky
592,Muroto,JP,33.2833,134.15,79.72,81,100,5.35,overcast clouds
593,Baiyin,CN,36.5583,104.2081,71.69,58,8,14.67,clear sky
594,Ural,RU,55.9078,94.7464,47.93,95,35,5.39,scattered clouds
595,Zaysan,KZ,47.4667,84.8667,59.92,38,0,8.68,clear sky
596,Gamba,GA,-2.65,10.0,72.05,87,72,6.58,broken clouds
597,Tecpan,GT,14.7623,-90.9947,68.88,46,81,7.4,broken clouds
598,Torbay,CA,47.6666,-52.7314,74.17,82,75,16.11,broken clouds
599,Berezovyy,RU,51.6667,135.7,59.68,98,100,2.44,overcast clouds
600,Sundumbili,ZA,-29.1337,31.3975,54.0,82,9,6.44,clear sky
601,Tessalit,ML,20.1986,1.0114,98.01,8,5,10.04,clear sky
602,Tezu,IN,27.9167,96.1667,75.56,99,100,1.9,overcast clouds
603,Kuyanovo,RU,55.8014,54.5372,63.72,94,88,3.58,light rain
604,Mogadishu,SO,2.0371,45.3438,75.85,82,19,17.83,few clouds
605,Hualmay,PE,-11.0964,-77.6139,66.09,72,50,10.98,scattered clouds
606,Madison,US,34.7334,-86.5667,95.92,57,0,8.01,clear sky
607,Puerto Rondon,CO,6.2805,-71.1,79.88,79,85,3.74,overcast clouds
608,La Primavera,CO,5.4906,-70.4092,78.96,82,96,3.24,overcast clouds
609,Amarillo,US,35.222,-101.8313,100.04,25,40,14.97,scattered clouds
610,Uaua,BR,-9.8414,-39.4817,74.62,60,100,13.96,overcast clouds
611,Wanning,CN,18.8003,110.3967,78.58,86,47,4.5,scattered clouds
612,Lumut,MY,4.2323,100.6298,75.22,94,20,0.0,few clouds
613,San Ramon,US,37.7799,-121.978,88.02,47,0,13.8,clear sky
614,Lubumbashi,CD,-11.6609,27.4794,62.64,50,3,7.94,clear sky
615,Portobelo,PA,9.55,-79.65,76.96,90,100,8.28,overcast clouds
616,Fuxin,CN,42.0156,121.6589,71.55,87,71,6.2,broken clouds
617,Itarema,BR,-2.9248,-39.9167,78.58,73,72,16.35,broken clouds
618,Warrington,GB,53.3925,-2.5802,60.06,93,100,18.41,overcast clouds
619,Asyut,EG,27.181,31.1837,88.03,18,0,6.31,clear sky
620,Raton,US,36.9034,-104.4391,88.41,44,40,12.66,scattered clouds
621,Tsabong,BW,-26.0217,22.401,64.56,35,55,10.8,broken clouds
622,Safaga,EG,26.7292,33.9365,86.4,47,0,2.8,clear sky
623,Oxford,GB,51.7522,-1.256,63.75,78,40,6.91,scattered clouds
624,Balkanabat,TM,39.5108,54.3671,82.13,60,100,10.22,overcast clouds
625,Kushmurun,KZ,52.4503,64.6311,73.69,40,100,8.1,overcast clouds
626,Grindavik,IS,63.8424,-22.4338,52.27,82,20,5.75,few clouds
627,Jumla,NP,29.2747,82.1838,62.26,98,99,2.33,overcast clouds
628,Finschhafen,PG,-6.6024,147.8681,78.12,79,69,6.38,broken clouds
629,Mujiayingzi,CN,42.1167,118.7833,67.93,84,79,5.64,broken clouds
630,Tabou,CI,4.423,-7.3528,74.07,76,19,6.58,few clouds
631,Krasnoselkup,RU,65.7,82.4667,53.6,84,99,7.0,overcast clouds
632,Boundiali,CI,9.5217,-6.4869,71.58,89,31,3.24,scattered clouds
633,Banikoara,BJ,11.2985,2.4386,77.34,80,93,5.03,overcast clouds
634,Bay Roberts,CA,47.5999,-53.2648,74.95,85,77,7.0,broken clouds
635,Nishihara,JP,26.1842,127.7558,81.68,89,20,6.91,few clouds
636,Churapcha,RU,62.0025,132.4325,62.04,61,94,8.41,overcast clouds
637,Yarada,IN,17.65,83.2667,79.12,100,40,2.3,mist
638,Sisimiut,GL,66.9395,-53.6735,46.44,78,100,10.94,overcast clouds
639,Anupgarh,IN,29.1911,73.2086,90.28,57,100,11.18,overcast clouds
640,Brunico,IT,46.7958,11.9364,67.12,96,95,3.76,light rain
641,Haines Junction,CA,60.7522,-137.5108,69.75,52,99,6.91,overcast clouds
642,Mansa,IN,29.9833,75.3833,84.78,61,60,7.05,broken clouds
643,Maniitsoq,GL,65.4167,-52.9,42.19,92,95,14.5,overcast clouds
644,Illela,NG,13.7292,5.2975,83.89,51,100,10.29,overcast clouds
645,Bronnoysund,NO,65.4625,12.1997,62.6,88,75,9.22,broken clouds
646,Ixtapa,MX,20.7,-105.2,85.23,70,40,9.22,scattered clouds
647,Sosnovo-Ozerskoye,RU,52.5249,111.5418,51.49,95,82,2.73,broken clouds
648,Ulagan,RU,50.6321,87.9563,41.2,93,4,0.76,clear sky
649,Te Anau,NZ,-45.4167,167.7167,38.91,98,100,2.59,overcast clouds
650,Ingraj Bazar,IN,25.0,88.15,81.23,80,100,5.57,overcast clouds
651,Gua Musang,MY,4.8823,101.9644,72.36,99,92,1.05,overcast clouds
652,Alta Floresta,BR,-9.8756,-56.0861,91.36,24,32,3.67,scattered clouds
653,Tutoia,BR,-2.7619,-42.2744,79.68,77,89,9.4,overcast clouds
654,Horsham,GB,51.064,-0.3272,68.11,66,20,11.5,few clouds
655,Bubaque,GW,11.2833,-15.8333,77.85,83,100,8.66,light rain
656,Fukue,JP,32.6881,128.8419,77.02,79,10,5.17,clear sky
657,Kumba,CM,4.6363,9.4469,70.95,98,100,1.92,overcast clouds
658,Vallenar,CL,-28.5708,-70.7581,66.92,45,15,3.98,few clouds
659,Ranong,TH,9.9658,98.6348,77.38,88,91,3.65,overcast clouds
660,Kamloops,CA,50.6665,-120.3192,88.79,37,20,16.11,few clouds
661,Henties Bay,NA,-22.116,14.2845,55.22,92,20,3.89,few clouds
662,Tucurui,BR,-3.7661,-49.6725,83.46,63,84,2.17,broken clouds
663,Longview,US,32.5007,-94.7405,100.65,36,0,12.66,clear sky
664,Golden Gate,US,26.1879,-81.6951,87.87,94,75,5.75,light rain
665,Inuvik,CA,68.3499,-133.7218,74.26,38,20,9.22,few clouds
666,Nioro,GM,13.35,-15.75,76.6,90,100,12.24,moderate rain
667,Angoram,PG,-4.0625,144.0661,72.82,99,77,2.17,broken clouds
668,Mega,ET,4.05,38.3,60.89,54,47,16.96,scattered clouds
669,Greymouth,NZ,-42.4667,171.2,47.64,83,92,12.57,overcast clouds
670,Tongren,CN,27.7172,109.1853,76.53,83,5,3.56,clear sky
671,Qaqortoq,GL,60.7167,-46.0333,44.06,93,100,2.28,overcast clouds
672,Peace River,CA,56.2501,-117.286,75.51,40,75,4.61,broken clouds
673,Poronaysk,RU,49.2167,143.1167,58.87,97,100,3.24,overcast clouds
674,Santa Barbara,US,34.7333,-120.0343,82.24,44,0,9.22,clear sky
675,Qandala,SO,11.472,49.8728,90.39,49,54,8.08,broken clouds
676,Caramay,PH,10.1815,119.236,79.27,83,100,2.15,overcast clouds
677,Tunceli,TR,39.1083,39.5471,69.4,37,0,6.62,clear sky
678,Bilma,NE,18.6853,12.9164,93.16,13,31,11.36,scattered clouds
679,Yuryevets,RU,57.3201,43.1041,65.23,85,70,1.12,light rain
680,Canchungo,GW,12.0672,-16.0333,77.13,93,100,2.17,light rain
681,Pryazha,RU,61.6926,33.6216,58.24,87,51,3.22,broken clouds
682,Havelock,US,34.8791,-76.9013,89.56,79,20,21.85,few clouds
683,Zeya,RU,53.75,127.2667,68.38,79,3,1.54,clear sky
684,Waddan,LY,29.1614,16.139,83.89,35,0,15.9,clear sky
685,Coro,VE,11.4045,-69.6734,85.48,67,36,23.82,scattered clouds
